district,city,floor,price,rooms,sq,year,price_per_sq,update_date,offer_url
Praga-Północ,Warszawa,1,725000.00,1,33.00,2018,21970.00,2024-07-04,https://www.otodom.pl/pl/oferta/piekna-kawalerka-na-pradze-nowe-bud-garaz-eng-ID4r2CQ
Praga-Północ,Warszawa,2,577000.00,1,24.05,2018,23992.00,2024-07-04,https://www.otodom.pl/pl/oferta/loftowa-kawalerka-w-przedwojennej-kamienicy-praga-ID4r1Nw
Białołęka,Warszawa,3,820000.00,3,53.63,2018,15290.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-53-63-m-tarchomin-bialoleka-ID4r0HZ
Praga-Południe,Warszawa,9,1035000.00,3,51.70,2018,20019.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-dla-rodziny-praga-poludnie-ID4qTWX
Wola,Warszawa,4,795000.00,2,40.12,2018,19816.00,2024-07-04,https://www.otodom.pl/pl/oferta/fort-wola-40m2-2-pokoje-ID4pzLV
Praga-Północ,Warszawa,2,3100000.00,3,80.25,2018,38629.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-w-wysokim-standardzie-port-praski-ID4q9M9
Wola,Warszawa,1,475000.00,1,25.10,2018,18924.00,2024-07-04,https://www.otodom.pl/pl/oferta/kawalerka-w-prestizowym-budynku-przy-ul-wolskiej-ID4qXCP
Wola,Warszawa,4,299000.00,1,14.60,2018,20479.00,2024-07-04,https://www.otodom.pl/pl/oferta/kawalerka-w-prestizowym-budynku-przy-ul-wolskiej-ID4qXyc
Wola,Warszawa,5,849000.00,2,40.84,2018,20788.00,2024-07-04,https://www.otodom.pl/pl/oferta/wola-2-pokojowe-40-84m2-balkon-ID4qXo6
Wola,Warszawa,3,929000.00,2,41.00,2018,22659.00,2024-07-04,https://www.otodom.pl/pl/oferta/bliska-wola-balkon-gotowe-do-zamieszkania-ID4qXfr
Wola,Warszawa,1,499000.00,1,25.00,2018,19960.00,2024-07-04,https://www.otodom.pl/pl/oferta/kawalerka-dla-studenta-dla-pary-lub-inwestycyjnie-ID4qVwX
Włochy,Warszawa,4,590000.00,2,30.06,2018,19627.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-30-06-m-warszawa-ID4qVeV
Rembertów,Warszawa,2,849000.00,2,54.00,2018,15722.00,2024-07-04,https://www.otodom.pl/pl/oferta/2pok-nowe-wyposazone-taras-garaz-skm-ID4qapH
Białołęka,Warszawa,2,690000.00,2,40.87,2018,16883.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-z-balkonem-zeran-ID4qUrZ
Ochota,Warszawa,1,2955000.00,4,100.15,2018,29506.00,2024-07-04,https://www.otodom.pl/pl/oferta/przy-parku-apartament-premium-szczesliwice-ID4q1UK
Praga-Południe,Warszawa,5,799000.00,2,38.50,2018,20753.00,2024-07-04,https://www.otodom.pl/pl/oferta/inwestycja-metro-m3-gotowe-do-wprowadzenia-ID4qSby
Praga-Południe,Warszawa,0,1300000.00,3,50.17,2018,25912.00,2024-07-04,https://www.otodom.pl/pl/oferta/unikatowe-m3-apartamenty-galeria-rondo-wiatraczna-ID4qRLo
Ochota,Warszawa,3,430000.00,1,27.00,2018,15926.00,2024-07-04,https://www.otodom.pl/pl/oferta/430-tys-pilnie-apartament-al-jerozolimskie-216-ID4qQi1
Wola,Warszawa,1,475000.00,1,25.11,2018,18917.00,2024-07-04,https://www.otodom.pl/pl/oferta/kawalerka-dla-studenta-dla-pary-lub-inwestycyjnie-ID4qPPI
Praga-Południe,Warszawa,0,2099000.00,4,85.00,2018,24694.00,2024-07-04,https://www.otodom.pl/pl/oferta/niesamowity-apartament-warszawa-11-pietro-4-pokoje-ID4qPrv
Wola,Warszawa,1,475000.00,1,25.11,2018,18917.00,2024-07-04,https://www.otodom.pl/pl/oferta/kawalerka-dla-studenta-dla-pary-lub-inwestycyjnie-ID4qOHu
Śródmieście,Warszawa,4,2160000.00,2,60.64,2018,35620.00,2024-07-04,https://www.otodom.pl/pl/oferta/luksusowe-mieszkanie-w-samym-centrum-miasta-ID4q1e2
Praga-Południe,Warszawa,1,650000.00,1,35.14,2018,18497.00,2024-07-04,https://www.otodom.pl/pl/oferta/aura-sky-kawalerka-35-14-m2-duza-loggia-ID4ocmb
Praga-Południe,Warszawa,3,1590000.00,2,53.20,2018,29887.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-53-20-m-warszawa-ID4q16Q
Rembertów,Warszawa,2,849000.00,2,54.00,2018,15722.00,2024-07-04,https://www.otodom.pl/pl/oferta/2pok-54m2-nowe-taras-garaz-skm-cicho-zielono-ID4qLyh
Mokotów,Warszawa,6,1980000.00,3,90.86,2018,21792.00,2024-07-04,https://www.otodom.pl/pl/oferta/mokotow-i-dwupoziomowe-mieszkanie-90-86-m-ID4pRby
Żoliborz,Warszawa,3,3200000.00,4,98.14,2018,32606.00,2024-07-04,https://www.otodom.pl/pl/oferta/4-pokoje-98m2-zoliborz-ul-kaliny-jedrusik-ID4qFQ3
Mokotów,Warszawa,7,990000.00,3,53.00,2018,18679.00,2024-07-04,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-przy-galerii-mokotow-ID4pHkh
Praga-Południe,Warszawa,0,1076000.00,2,56.64,2018,18997.00,2024-07-04,https://www.otodom.pl/pl/oferta/ciche-i-jasne-mieszkanie-z-ogrodkiem-ID4qiDX
Wola,Warszawa,3,1049000.00,2,38.11,2018,27526.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-na-start-2-pokoje-bliska-wola-ID4qE8r
Śródmieście,Warszawa,7,3880000.00,3,106.00,2018,36604.00,2024-07-04,https://www.otodom.pl/pl/oferta/komfortowy-ampartament-przy-parku-krasinskich-ID4qdyG
Bemowo,Warszawa,5,1499000.00,3,86.00,2018,17430.00,2024-07-04,https://www.otodom.pl/pl/oferta/3-pokoje-86-m2-warszawa-bemowo-ID4qrC2
Mokotów,Warszawa,2,1040000.00,2,52.85,2018,19678.00,2024-07-04,https://www.otodom.pl/pl/oferta/rezerwacja-2-pokoje-ul-cybernetyki-ID4pYGj
Żoliborz,Warszawa,4,2090000.00,4,76.45,2018,27338.00,2024-07-04,https://www.otodom.pl/pl/oferta/super-4-pokoje-ciche-z-loggia-2-miejsca-parking-ID4qAsy
Wilanów,Warszawa,4,649000.00,1,33.32,2018,19478.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-z-funkcjonalnym-ukladem-ID4p2gP
Targówek,Warszawa,0,520000.00,1,30.66,2018,16960.00,2024-07-04,https://www.otodom.pl/pl/oferta/kawalerka-z-oddzielna-kuchnia-i-ogrodkiem-wilno-ID4cggs
Praga-Północ,Warszawa,6,1199000.00,2,60.00,2018,19983.00,2024-07-04,https://www.otodom.pl/pl/oferta/obok-portu-praskiego-3-min-metro-dw-wilenski-ID4qxOR
Mokotów,Warszawa,6,1900000.00,3,90.86,2018,20911.00,2024-07-04,https://www.otodom.pl/pl/oferta/rewelacyjna-oferta-dla-rodziny-lub-na-inwestycje-ID4qwBg
Białołęka,Warszawa,7,999000.00,2,54.84,2018,18217.00,2024-07-04,https://www.otodom.pl/pl/oferta/lokal-na-7-pietrze-z-panorama-lasu-brodnowskiego-ID4qtMA
Mokotów,Warszawa,0,1870000.00,4,98.71,2018,18944.00,2024-07-04,https://www.otodom.pl/pl/oferta/4-pokoje-ogrod-160m2-gotowiec-inwestycyjny-ID4pfen
Praga-Południe,Warszawa,0,1050000.00,2,42.00,2018,25000.00,2024-07-04,https://www.otodom.pl/pl/oferta/apartament-w-inwestycji-rondo-wiatraczna-ID4qrR4
Praga-Południe,Warszawa,9,2468349.00,4,85.10,2018,29005.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-przy-rondzie-wiatraczna-ID4qqvY
Ochota,Warszawa,0,399000.00,1,23.00,2018,17348.00,2024-07-04,https://www.otodom.pl/pl/oferta/apartament-z-tarasem-na-start-lub-na-wynajem-ID4qpOm
Wola,Warszawa,8,539000.00,1,24.51,2018,21991.00,2024-07-04,https://www.otodom.pl/pl/oferta/apartament-inwestycyjny-wola-wolska-dobry-zwrot-ID4qo3x
Wola,Warszawa,2,2073500.00,3,71.50,2018,29000.00,2024-07-04,https://www.otodom.pl/pl/oferta/polecam-ID4qmcc
Ochota,Warszawa,0,2068000.00,4,94.00,2018,22000.00,2024-07-04,https://www.otodom.pl/pl/oferta/komfortowy-4-pokojowy-apartament-na-szczesliwcach-ID4pW4L
Wawer,Warszawa,0,1050000.00,3,67.00,2018,15672.00,2024-07-04,https://www.otodom.pl/pl/oferta/3pok-anin-ogrodek-garaz-wyposazone-ID4qeEj
Praga-Południe,Warszawa,10,850000.00,3,48.00,2018,17708.00,2024-07-04,https://www.otodom.pl/pl/oferta/piekny-zielony-widok-w-nowoczesnym-wiezowcu-ID4qcqI
Targówek,Warszawa,2,920000.00,3,58.85,2018,15633.00,2024-07-04,https://www.otodom.pl/pl/oferta/3-pokoje-do-lekkiego-odswiezenia-targowek-ID4q8ZG
Praga-Północ,Warszawa,2,3100000.00,3,83.00,2018,37349.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-o-wysokim-standardzie-stara-praga-ID4q57I
Targówek,Warszawa,0,919000.00,3,60.00,2018,15317.00,2024-07-04,https://www.otodom.pl/pl/oferta/rezerwacja-ID4oif9
Żoliborz,Warszawa,3,3590000.00,5,117.00,2018,30684.00,2024-07-04,https://www.otodom.pl/pl/oferta/luksusowy-apartament-w-madison-apartments-ID4q0RZ
Mokotów,Warszawa,1,1630000.00,2,51.00,2018,31961.00,2024-07-04,https://www.otodom.pl/pl/oferta/fort-cze-dwupokojowy-apartament-na-wyspie-ID4q0jG
Mokotów,Warszawa,1,1630000.00,2,51.00,2018,31961.00,2024-07-04,https://www.otodom.pl/pl/oferta/fort-cze-dwupokojowy-apartament-z-tarasem-32m2-ID4q0jE
Targówek,Warszawa,0,749999.00,2,48.00,2018,15625.00,2024-07-04,https://www.otodom.pl/pl/oferta/salon-z-kuchnia-sypialnia-40m2-ogrod-garaz-ID4pZAh
Wola,Warszawa,0,990000.00,2,51.00,2018,19412.00,2024-07-04,https://www.otodom.pl/pl/oferta/apartament-z-ogrodkiem-na-woli-2-pokoje-ID4mDjR
Targówek,Warszawa,5,3950000.00,4,170.00,2018,23235.00,2024-07-04,https://www.otodom.pl/pl/oferta/wyjatkowa-propozycja-na-rynku-ID4n7Jv
Bielany,Warszawa,7,1399999.00,3,61.50,2018,22764.00,2024-07-04,https://www.otodom.pl/pl/oferta/bielany-3-pokoje-garaz-i-parking-ID4p2tx
Wola,Warszawa,6,680000.00,1,24.00,2018,28333.00,2024-07-04,https://www.otodom.pl/pl/oferta/wola-przy-metrze-plocka-gotowa-kawalerka-ID4pD7P
Bielany,Warszawa,7,1399000.00,3,62.00,2018,22565.00,2024-07-04,https://www.otodom.pl/pl/oferta/3-pokoje-las-metro-widne-przytulne-bielany-ID4pCOZ
Ursynów,Warszawa,7,1290000.00,3,63.00,2018,20476.00,2024-07-04,https://www.otodom.pl/pl/oferta/lake-park-3-pokoje-gotowe-do-wprowadzenia-ID4poT0
Mokotów,Warszawa,3,1190000.00,4,67.00,2018,17761.00,2024-07-04,https://www.otodom.pl/pl/oferta/warszawa-mokotow-komputerowa-tylko-u-nas-ID4p1PZ
Wola,Warszawa,8,539000.00,1,24.51,2018,21991.00,2024-07-04,https://www.otodom.pl/pl/oferta/apartament-inwestycyjny-wola-wolska-dobry-zwrot-ID4peY2
Wola,Warszawa,10,960000.00,2,32.00,2018,30000.00,2024-07-04,https://www.otodom.pl/pl/oferta/2-pokojowe-w-apartamentowcu-na-woli-ID4p6t4
Mokotów,Warszawa,6,1100000.00,2,52.32,2018,21024.00,2024-07-04,https://www.otodom.pl/pl/oferta/2-pokoje-w-cenie-miejsce-postojowe-komorka-ID4o75b
Włochy,Warszawa,3,385000.00,1,25.00,2018,15400.00,2024-07-04,https://www.otodom.pl/pl/oferta/gotowy-apartament-al-jerozolimskie-ID4oxOr
Włochy,Warszawa,4,430900.00,1,26.70,2018,16139.00,2024-07-04,https://www.otodom.pl/pl/oferta/gotowy-apartament-al-jerozolimskie-gotowy-ID4oxOl
Ochota,Warszawa,2,385000.00,1,25.00,2018,15400.00,2024-07-04,https://www.otodom.pl/pl/oferta/pilnie-gotowe-apartament-al-jerozolimskie-216-ID4opJZ
Włochy,Warszawa,6,680000.00,1,24.00,2018,28333.00,2024-07-04,https://www.otodom.pl/pl/oferta/wola-przy-metrze-plocka-gotowa-kawalerka-ID4oko3
Wola,Warszawa,1,1090000.00,2,37.58,2018,29005.00,2024-07-04,https://www.otodom.pl/pl/oferta/apartament-premium-w-inwestycji-art-deco-taras-ID4o73A
Ochota,Warszawa,1,430000.00,1,27.00,2018,15926.00,2024-07-04,https://www.otodom.pl/pl/oferta/430-tys-pilnie-apartament-al-jerozolimskie-216-ID4o64Z
Praga-Północ,Warszawa,0,2990000.00,4,88.50,2018,33785.00,2024-07-04,https://www.otodom.pl/pl/oferta/nowy-designerski-apartament-w-porcie-praskim-ID4nxOm
Ochota,Warszawa,2,385000.00,1,25.00,2018,15400.00,2024-07-04,https://www.otodom.pl/pl/oferta/zainwestuj-w-apartamenty-na-wynajem-ID4n6Gu
Włochy,Warszawa,3,430000.00,1,27.00,2018,15926.00,2024-07-04,https://www.otodom.pl/pl/oferta/420-tys-pilnie-apartament-al-jerozolimskie-216-ID4n6Gr
Włochy,Warszawa,5,1249000.00,3,59.73,2018,20911.00,2024-07-04,https://www.otodom.pl/pl/oferta/warszawa-wlochy-mieszkanie-na-ostatnim-pietrze-ID4mL97
Włochy,Warszawa,2,791000.00,3,57.00,2018,13877.00,2024-07-04,https://www.otodom.pl/pl/oferta/gotowe-apartamenty-blisko-centrum-ID4kKjb
Włochy,Warszawa,2,791000.00,2,58.00,2018,13638.00,2024-07-04,https://www.otodom.pl/pl/oferta/apartamenty-blisko-centrum-ID4kKj9
Ochota,Warszawa,2,442000.00,1,31.00,2018,14258.00,2024-07-04,https://www.otodom.pl/pl/oferta/rabat-40-000zl-gotowe-apartamenty-blisko-centrum-ID4kKj7
Ochota,Warszawa,2,439000.00,1,29.00,2018,15138.00,2024-07-04,https://www.otodom.pl/pl/oferta/gotoweapartamenty-blisko-centrum-od-340-tys-ID4kK2Z
Ochota,Warszawa,2,4120000.00,10,303.00,2018,13597.00,2024-07-04,https://www.otodom.pl/pl/oferta/pakietowa-sprzedaz-gotowych-lokali-z-operatorem-ID4kK2M
Ochota,Warszawa,2,441000.00,1,31.00,2018,14226.00,2024-07-04,https://www.otodom.pl/pl/oferta/rabat-40-000zl-apartamenty-blisko-centrum-ID4kK1l
Ochota,Warszawa,4,833000.00,2,60.00,2018,13883.00,2024-07-04,https://www.otodom.pl/pl/oferta/gotowy-apartament-al-jerozolimskie-ID4kfIN
Włochy,Warszawa,4,437000.00,1,29.00,2018,15069.00,2024-07-04,https://www.otodom.pl/pl/oferta/gotowy-apartament-al-jerozolimskie-gotowy-ID4kfIM
Włochy,Warszawa,2,447000.00,1,30.90,2018,14466.00,2024-07-04,https://www.otodom.pl/pl/oferta/rabat-40-000zl-gotowe-apartamenty-blisko-centrum-ID4jODl
Ochota,Warszawa,2,390000.00,1,25.00,2018,15600.00,2024-07-04,https://www.otodom.pl/pl/oferta/wyposazoneapartamenty-blisko-centrum-od-340-tys-ID4jbJy
Bemowo,Warszawa,2,770000.00,2,37.36,2019,20610.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-narwik-18-bemowo-ID4rkr0
Białołęka,Warszawa,6,599000.00,1,30.39,2019,19710.00,2024-07-04,https://www.otodom.pl/pl/oferta/kawalerka-osiedle-port-zeran-warszawa-bialoleka-ID4r8yg
Mokotów,Warszawa,6,855000.00,2,37.19,2019,22990.00,2024-07-04,https://www.otodom.pl/pl/oferta/blisko-metra-nowoczesne-osiedle-z-balkonem-ID4rc3K
Ochota,Warszawa,3,730000.00,1,30.98,2019,23564.00,2024-07-04,https://www.otodom.pl/pl/oferta/idealne-dla-dwoch-os-lub-pod-wynajem-ID4roUd
Mokotów,Warszawa,1,1299000.00,3,65.52,2019,19826.00,2024-07-04,https://www.otodom.pl/pl/oferta/nowe-wysoki-standard-smart-home-ID4r7o8
Ursus,Warszawa,0,649000.00,1,31.90,2019,20345.00,2024-07-04,https://www.otodom.pl/pl/oferta/kawalerka-31-9-m2-umeblowana-do-zamieszkania-ID4qBG6
Białołęka,Warszawa,3,799000.00,3,49.39,2019,16177.00,2024-07-04,https://www.otodom.pl/pl/oferta/m3-w-cichej-i-spokojnej-okolicy-z-2019-roku-ID4roUy
Wola,Warszawa,8,1650000.00,2,62.06,2019,26587.00,2024-07-04,https://www.otodom.pl/pl/oferta/62-m2-2-pokoje-taras-garaz-umeblowane-ID4r2HH
Wilanów,Warszawa,3,1100000.00,2,47.14,2019,23335.00,2024-07-04,https://www.otodom.pl/pl/oferta/nowe-2-pokoje-miasteczko-wilanow-taras-ID4qrBg
Praga-Południe,Warszawa,6,1300000.00,3,67.72,2019,19197.00,2024-07-04,https://www.otodom.pl/pl/oferta/bezposrednio-mieszkanie-67m2-przy-promenadzie-ID4r4qh
Wola,Warszawa,8,1450000.00,2,51.25,2019,28293.00,2024-07-04,https://www.otodom.pl/pl/oferta/ul-klopot-1-syp-klopot-st-1br-ID4ak4J
Bemowo,Warszawa,6,1070000.00,2,46.75,2019,22888.00,2024-07-04,https://www.otodom.pl/pl/oferta/bemowo-pelczynskiego-ostatnie-pietro-premium-taras-ID4rozn
Włochy,Warszawa,2,1170000.00,3,59.46,2019,19677.00,2024-07-04,https://www.otodom.pl/pl/oferta/sloneczne-mieszkanie-warszawa-wlochy-ID4r8Qr
Białołęka,Warszawa,2,755000.00,3,59.00,2019,12797.00,2024-07-04,https://www.otodom.pl/pl/oferta/atrakcyjny-rozklad-z-duzym-balkonem-zadbane-ID4r9nm
Wola,Warszawa,0,1289000.00,2,43.00,2019,29977.00,2024-07-04,https://www.otodom.pl/pl/oferta/do-wejscia-loggia-i-miejsce-w-garazu-ID4rocZ
Ursus,Warszawa,1,985000.00,4,74.44,2019,13232.00,2024-07-04,https://www.otodom.pl/pl/oferta/dwupoziomowe-74-44m2-4pokoje-balkon-m-postojowe-ID4robx
Wilanów,Warszawa,2,1335000.00,3,75.00,2019,17800.00,2024-07-04,https://www.otodom.pl/pl/oferta/3-pok-74-m2-wilanow-augustowka-ID4ro6N
Wola,Warszawa,3,1480000.00,3,64.19,2019,23057.00,2024-07-04,https://www.otodom.pl/pl/oferta/3-pokojowy-apartament-64-m2-loggia-bezposrednio-ID4r3JA
Wawer,Warszawa,1,2370000.00,5,128.76,2019,18406.00,2024-07-04,https://www.otodom.pl/pl/oferta/apartament-128m-taras-80m-widok-na-rezerwat-ID4qLjH
Targówek,Warszawa,5,880000.00,2,43.00,2019,20465.00,2024-07-04,https://www.otodom.pl/pl/oferta/2pok-balkon-10m2-2019r-6min-pieszo-od-mtrocka-ID4rifI
Włochy,Warszawa,4,1065000.00,3,62.65,2019,16999.00,2024-07-04,https://www.otodom.pl/pl/oferta/dwustronne-ponadczasowe-2-balkony-garaz-ID4qW7R
Targówek,Warszawa,3,830000.00,2,42.73,2019,19424.00,2024-07-04,https://www.otodom.pl/pl/oferta/piekne-mieszkanie-dwa-pokoje-metro-trocka-ID4gEwq
Śródmieście,Warszawa,1,2190000.00,2,83.31,2019,26287.00,2024-07-04,https://www.otodom.pl/pl/oferta/83-31-m2-nowoczesne-na-muranowie-ID4pvkd
Ursynów,Warszawa,2,865510.00,2,42.18,2019,20519.00,2024-07-04,https://www.otodom.pl/pl/oferta/inwestycyjne-mieszkanie-na-ursynowie-ID4r5W3
Białołęka,Warszawa,2,650000.00,2,45.79,2019,14195.00,2024-07-04,https://www.otodom.pl/pl/oferta/bialoleka2-pokojowe-2019-45-71-m2-bez-prowizji-ID4qLp5
Wola,Warszawa,4,860000.00,2,37.27,2019,23075.00,2024-07-04,https://www.otodom.pl/pl/oferta/dwupokojowy-umeblowany-apartament-z-balkonem-ID4qENe
Ochota,Warszawa,8,1070000.00,2,44.64,2019,23970.00,2024-07-04,https://www.otodom.pl/pl/oferta/stylowy-apartament-obok-parku-na-szczesliwicach-ID4qxDD
Bemowo,Warszawa,5,1450000.00,3,73.04,2019,19852.00,2024-07-04,https://www.otodom.pl/pl/oferta/nowoczesne-m3-73-m2-bemowo-ul-szeligowska-ID4qBpR
Wola,Warszawa,0,1049000.00,1,33.30,2019,31502.00,2024-07-04,https://www.otodom.pl/pl/oferta/33-3-m2-browary-warszawskie-inwestcyjne-ID4qrAk
Wola,Warszawa,2,499000.00,1,20.93,2019,23841.00,2024-07-04,https://www.otodom.pl/pl/oferta/idealna-opcja-inwestycyjna-na-woli-ID4rmLX
Wawer,Warszawa,1,960000.00,3,64.00,2019,15000.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-z-ogrodkiem-warszawa-wawer-cisza-spokoj-ID4rgqe
Wilanów,Warszawa,0,864000.00,2,50.00,2019,17280.00,2024-07-04,https://www.otodom.pl/pl/oferta/sloneczne-ogrodek-klimatyzacja-zabka-ID4rcHi
Mokotów,Warszawa,0,864000.00,2,50.00,2019,17280.00,2024-07-04,https://www.otodom.pl/pl/oferta/komfortowe-z-ogrodkiem-ogrodzone-osiedle-ID4rgQV
Bemowo,Warszawa,1,815000.00,2,39.94,2019,20406.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-warszawa-bemowo-ul-pelczynskiego-ID4qJL6
Praga-Południe,Warszawa,1,629000.00,1,31.33,2019,20077.00,2024-07-04,https://www.otodom.pl/pl/oferta/przytulna-kawalerka-z-2019r-komorka-lok-w-cenie-ID4r4NW
Białołęka,Warszawa,3,540000.00,2,32.30,2019,16718.00,2024-07-04,https://www.otodom.pl/pl/oferta/od-zaraz-do-wprowadzenia-swietna-inwestycja-ID4rly1
Białołęka,Warszawa,1,659000.00,2,40.55,2019,16252.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-40-55-m2na-sprzedaz-w-pelni-wykonczone-ID4rly0
Mokotów,Warszawa,1,1299000.00,3,65.52,2019,19826.00,2024-07-04,https://www.otodom.pl/pl/oferta/3-pokoje-cybernetyki-klimatyzacja-ID4qYQf
Białołęka,Warszawa,2,750000.00,3,51.00,2019,14706.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-warszawa-zeran-51m2-ID4r5K1
Bielany,Warszawa,6,1170000.00,3,54.42,2019,21499.00,2024-07-04,https://www.otodom.pl/pl/oferta/oryginalne-mieszkanie-w-stylu-art-deco-bielany-ID4rbnS
Białołęka,Warszawa,0,2300000.00,5,122.00,2019,18852.00,2024-07-04,https://www.otodom.pl/pl/oferta/dom-w-cenie-mieszkania-5-pokoi-sauna-ID4qgSE
Wawer,Warszawa,1,1070000.00,5,165.00,2019,6485.00,2024-07-04,https://www.otodom.pl/pl/oferta/cicha-okolica-jak-nowe-2019r-kw-165m2-ID4qByB
Mokotów,Warszawa,1,1220000.00,2,50.00,2019,24400.00,2024-07-04,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-50m2-z-garazem-na-mokotowie-ID4rlir
Białołęka,Warszawa,4,990000.00,3,61.02,2019,16224.00,2024-07-04,https://www.otodom.pl/pl/oferta/3-pokoje-dwustronne-61m2-ID4roMs
Mokotów,Warszawa,0,1399000.00,3,67.45,2019,20741.00,2024-07-04,https://www.otodom.pl/pl/oferta/3pok-apartament-z-ogodkiem-mokotow-wysoki-standard-ID4rc3O
Wola,Warszawa,8,1450000.00,2,51.25,2019,28293.00,2024-07-04,https://www.otodom.pl/pl/oferta/ul-klopot-ladne-klopot-st-nice-ID415NJ
Białołęka,Warszawa,1,1120000.00,4,72.29,2019,15493.00,2024-07-04,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-w-swietnej-lokalizacji-ID4rlf3
Bemowo,Warszawa,6,2400000.00,5,115.11,2019,20850.00,2024-07-04,https://www.otodom.pl/pl/oferta/115m2-szeligowska-8-2-tarasy-garaze-komorka-ID4qpLi
Białołęka,Warszawa,0,769000.00,2,50.93,2019,15099.00,2024-07-04,https://www.otodom.pl/pl/oferta/sprzedam-piekny-2-pokojowy-apartament-z-ogrodkiem-ID4pyYx
Żoliborz,Warszawa,6,5064010.00,4,138.74,2019,36500.00,2024-07-04,https://www.otodom.pl/pl/oferta/penthouse-z-tarasem-3-sypialnie-kepa-potocka-ID4qXx3
Ursynów,Warszawa,3,1699999.00,3,70.92,2019,23971.00,2024-07-04,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-na-fort-sluzew-w-warszawie-ID4qGcH
Wola,Warszawa,5,499900.00,1,19.37,2019,25808.00,2024-07-04,https://www.otodom.pl/pl/oferta/sprzedam-19-37-m2-w-srodmiesciu-ID4qapT
Ursynów,Warszawa,0,3900000.00,5,207.65,2019,18782.00,2024-07-04,https://www.otodom.pl/pl/oferta/alternatywa-dla-duzego-mieszkania-ID4rdhI
Wilanów,Warszawa,1,1030000.00,2,51.35,2019,20058.00,2024-07-04,https://www.otodom.pl/pl/oferta/super-apartament-2p-wilanow-villa-piano-ID4rkLa
Mokotów,Warszawa,2,775000.00,1,31.00,2019,25000.00,2024-07-04,https://www.otodom.pl/pl/oferta/gotowa-kawalerka-w-cenie-mieszkania-od-dewelopera-ID4rahY
Wola,Warszawa,0,1149000.00,2,43.50,2019,26414.00,2024-07-04,https://www.otodom.pl/pl/oferta/ciche-i-zamkniete-osiedle-nieopodal-powazek-ID4r7ob
Bemowo,Warszawa,1,1480000.00,4,82.40,2019,17961.00,2024-07-04,https://www.otodom.pl/pl/oferta/4-pokoje-2-lazienki-bemowo-metro-700m-ID4qR0U
Wola,Warszawa,0,1985000.00,2,68.72,2019,28885.00,2024-07-04,https://www.otodom.pl/pl/oferta/bezposrednio-centrum-grzybowska-warsaw-spire-ID4rkw5
Białołęka,Warszawa,1,499000.00,1,24.00,2019,20792.00,2024-07-04,https://www.otodom.pl/pl/oferta/nowa-cena-piekna-kawalerka-z-duzym-tarasem-ID4raE9
Wola,Warszawa,3,740000.00,1,31.00,2019,23871.00,2024-07-04,https://www.otodom.pl/pl/oferta/do-negocjacji-luksusowy-lokal-idealna-inwestycja-ID4qSuu
Wilanów,Warszawa,1,2630000.00,5,135.00,2019,19481.00,2024-07-04,https://www.otodom.pl/pl/oferta/apartament-na-sprzedaz-5-pokoi-135-m2-wilanow-ID4qcZp
Targówek,Warszawa,4,1120000.00,3,63.95,2019,17514.00,2024-07-04,https://www.otodom.pl/pl/oferta/3-pokoje-metro-trocka-2-x-garaz-duza-komorka-ID4qXKQ
Białołęka,Warszawa,0,879000.00,3,61.28,2019,14344.00,2024-07-04,https://www.otodom.pl/pl/oferta/luksusowe-mieszkanie-z-duzym-ogrodem-bez-prowizji-ID4qs93
Wola,Warszawa,4,1590000.00,4,69.95,2019,22731.00,2024-07-04,https://www.otodom.pl/pl/oferta/4-pok-mieszkanie-70m2-2-x-garaz-bezposrednio-ID4r03s
Praga-Południe,Warszawa,0,1900000.00,4,87.00,2019,21839.00,2024-07-04,https://www.otodom.pl/pl/oferta/apartament-4-pok-ogrod-200m2-garaz-i-komorka-ID4rc8i
Bemowo,Warszawa,4,1039000.00,2,48.49,2019,21427.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-bemowo-48-5m2-2-pokoje-500m-do-metra-ID4qHEx
Bemowo,Warszawa,3,899000.00,2,50.00,2019,17980.00,2024-07-04,https://www.otodom.pl/pl/oferta/bezposrednio-bemowo-2-pokoje-2-miejsca-garazowe-ID4qHBO
